,date_fichier,id,disruption_id,impact_id,period_begin,period_end,status,updated_at,tags,cause,category,severity.name,severity.effect,severity.color,severity.priority,messages_text,impacted_objects_pt_object_id,impacted_objects_pt_object_name
118048,2024-06-08 18:00:00,1bb9c006-25ad-11ef-a1ec-0a58a9feac02,fd8195ba-25ab-11ef-b7d8-0a58a9feac02,1bb9c006-25ad-11ef-a1ec-0a58a9feac02,2024-06-08 17:35:00,2024-06-09 05:15:00,active,2024-06-08 17:38:09,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Malaise voyageur - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
118163,2024-06-08 20:00:00,b7fb1efc-25c0-11ef-b7d8-0a58a9feac02,629d6ea6-25c0-11ef-9244-0a58a9feac02,b7fb1efc-25c0-11ef-b7d8-0a58a9feac02,2024-06-08 19:55:00,2024-06-09 05:15:00,active,2024-06-08 19:58:32,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Pont de Sèvres et Porte de Saint-Cloud en raison d'un bagage oublié à Pont de Sèvres . <br>Heure de reprise estimée : 20:45.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
118266,2024-06-08 20:00:00,b7fb1efc-25c0-11ef-b7d8-0a58a9feac02,629d6ea6-25c0-11ef-9244-0a58a9feac02,b7fb1efc-25c0-11ef-b7d8-0a58a9feac02,2024-06-08 19:55:00,2024-06-09 05:15:00,active,2024-06-08 19:58:32,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Bagage oublié - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
118465,2024-06-08 21:00:00,379e2b84-25c8-11ef-9244-0a58a9feac02,629d6ea6-25c0-11ef-9244-0a58a9feac02,379e2b84-25c8-11ef-9244-0a58a9feac02,2024-06-08 20:46:12,2024-06-08 20:47:12,past,2024-06-08 20:52:12,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend progressivement sur l'ensemble de la ligne en répercussion d'un bagage oublié à Pont de Sèvres.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
118543,2024-06-08 21:00:00,379e2b84-25c8-11ef-9244-0a58a9feac02,629d6ea6-25c0-11ef-9244-0a58a9feac02,379e2b84-25c8-11ef-9244-0a58a9feac02,2024-06-08 20:46:12,2024-06-08 20:47:12,past,2024-06-08 20:52:12,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Reprise progressive,line:IDFM:C01379,RATP Métro 9
118756,2024-06-09 06:00:00,35463056-2614-11ef-b7d8-0a58a9feac02,353f20b8-2614-11ef-b7d8-0a58a9feac02,35463056-2614-11ef-b7d8-0a58a9feac02,2024-06-09 05:54:00,2024-06-10 05:15:00,active,2024-06-09 05:56:10,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un incident technique sur un train à Mairie de Montreuil.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
118761,2024-06-09 06:00:00,35463056-2614-11ef-b7d8-0a58a9feac02,353f20b8-2614-11ef-b7d8-0a58a9feac02,35463056-2614-11ef-b7d8-0a58a9feac02,2024-06-09 05:54:00,2024-06-10 05:15:00,active,2024-06-09 05:56:10,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Incident technique sur un train - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
121571,2024-06-10 16:00:00,a8461bb2-2730-11ef-a1ec-0a58a9feac02,5e5205de-2730-11ef-a1ec-0a58a9feac02,a8461bb2-2730-11ef-a1ec-0a58a9feac02,2024-06-10 15:49:00,2024-06-11 05:15:00,active,2024-06-10 15:52:20,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Oberkampf et Porte de Montreuil en raison d'une intervention des équipes techniques  . <br>Heure de reprise estimée : 16:30.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
121588,2024-06-10 16:00:00,a8461bb2-2730-11ef-a1ec-0a58a9feac02,5e5205de-2730-11ef-a1ec-0a58a9feac02,a8461bb2-2730-11ef-a1ec-0a58a9feac02,2024-06-10 15:49:00,2024-06-11 05:15:00,active,2024-06-10 15:52:20,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Intervention des équipes techniques - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
121603,2024-06-10 16:30:00,772a97e4-2733-11ef-b003-0a58a9feac02,5e5205de-2730-11ef-a1ec-0a58a9feac02,772a97e4-2733-11ef-b003-0a58a9feac02,2024-06-10 16:08:16,2024-06-10 16:09:16,past,2024-06-10 16:12:26,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'une intervention des équipes techniques à Nation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
121633,2024-06-10 16:30:00,772a97e4-2733-11ef-b003-0a58a9feac02,5e5205de-2730-11ef-a1ec-0a58a9feac02,772a97e4-2733-11ef-b003-0a58a9feac02,2024-06-10 16:08:16,2024-06-10 16:09:16,past,2024-06-10 16:12:26,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Intervention des équipes techniques - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
122007,2024-06-10 20:00:00,2dd7f39c-2752-11ef-8633-0a58a9feac02,8712ebda-2750-11ef-b003-0a58a9feac02,2dd7f39c-2752-11ef-8633-0a58a9feac02,2024-06-10 19:47:50,2024-06-10 19:48:50,past,2024-06-10 19:52:18,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'une intervention des équipes techniques à Pont de Sèvres.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
122097,2024-06-10 20:00:00,2dd7f39c-2752-11ef-8633-0a58a9feac02,8712ebda-2750-11ef-b003-0a58a9feac02,2dd7f39c-2752-11ef-8633-0a58a9feac02,2024-06-10 19:47:50,2024-06-10 19:48:50,past,2024-06-10 19:52:18,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Intervention des équipes techniques - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
122190,2024-06-10 21:30:00,e73ae154-275d-11ef-b7d8-0a58a9feac02,df27d1f8-275c-11ef-b003-0a58a9feac02,e73ae154-275d-11ef-b7d8-0a58a9feac02,2024-06-10 21:12:00,2024-06-10 21:13:00,past,2024-06-10 21:16:17,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé en direction de Pont de Sèvres en raison d'une intervention des équipes techniques à Mairie de Montreuil.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
122202,2024-06-10 21:30:00,e73ae154-275d-11ef-b7d8-0a58a9feac02,df27d1f8-275c-11ef-b003-0a58a9feac02,e73ae154-275d-11ef-b7d8-0a58a9feac02,2024-06-10 21:12:00,2024-06-10 21:13:00,past,2024-06-10 21:16:17,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Intervention des équipes techniques - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
123764,2024-06-11 17:00:00,ed0cd750-2801-11ef-b003-0a58a9feac02,ed0a7938-2801-11ef-b003-0a58a9feac02,ed0cd750-2801-11ef-b003-0a58a9feac02,2024-06-11 16:48:00,2024-06-12 05:15:00,active,2024-06-11 16:50:20,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Franklin D. Roosevelt et Havre-Caumartin en raison d'un bagage oublié à Saint-Philippe-du-Roule . <br>Heure de reprise estimée : 17:30.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
123794,2024-06-11 17:00:00,ed0cd750-2801-11ef-b003-0a58a9feac02,ed0a7938-2801-11ef-b003-0a58a9feac02,ed0cd750-2801-11ef-b003-0a58a9feac02,2024-06-11 16:48:00,2024-06-12 05:15:00,active,2024-06-11 16:50:20,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Bagage oublié - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
123805,2024-06-11 17:30:00,f97c68f4-2804-11ef-a1ec-0a58a9feac02,ed0a7938-2801-11ef-b003-0a58a9feac02,f97c68f4-2804-11ef-a1ec-0a58a9feac02,2024-06-11 17:09:00,2024-06-12 05:15:00,active,2024-06-11 17:12:10,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'un bagage oublié à Saint-Philippe-du-Roule.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
123818,2024-06-11 17:30:00,f97c68f4-2804-11ef-a1ec-0a58a9feac02,ed0a7938-2801-11ef-b003-0a58a9feac02,f97c68f4-2804-11ef-a1ec-0a58a9feac02,2024-06-11 17:09:00,2024-06-12 05:15:00,active,2024-06-11 17:12:10,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
123842,2024-06-11 18:00:00,d77f75a6-280a-11ef-b003-0a58a9feac02,d77d4a88-280a-11ef-b003-0a58a9feac02,d77f75a6-280a-11ef-b003-0a58a9feac02,2024-06-11 17:50:32,2024-06-12 05:15:00,active,2024-06-11 17:54:10,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un bagage oublié à Saint-Philippe-du-Roule.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
123844,2024-06-11 18:00:00,65be962e-2808-11ef-a1ec-0a58a9feac02,ed0a7938-2801-11ef-b003-0a58a9feac02,65be962e-2808-11ef-a1ec-0a58a9feac02,2024-06-11 17:32:39,2024-06-11 17:33:39,past,2024-06-11 17:36:40,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'un bagage oublié à Saint-Philippe-du-Roule.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
123873,2024-06-11 18:00:00,65be962e-2808-11ef-a1ec-0a58a9feac02,ed0a7938-2801-11ef-b003-0a58a9feac02,65be962e-2808-11ef-a1ec-0a58a9feac02,2024-06-11 17:32:39,2024-06-11 17:33:39,past,2024-06-11 17:36:40,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
123874,2024-06-11 18:00:00,d77f75a6-280a-11ef-b003-0a58a9feac02,d77d4a88-280a-11ef-b003-0a58a9feac02,d77f75a6-280a-11ef-b003-0a58a9feac02,2024-06-11 17:50:32,2024-06-12 05:15:00,active,2024-06-11 17:54:10,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
123883,2024-06-11 18:30:00,538c5cbe-280f-11ef-a1ec-0a58a9feac02,d77d4a88-280a-11ef-b003-0a58a9feac02,538c5cbe-280f-11ef-a1ec-0a58a9feac02,2024-06-11 18:23:00,2024-06-12 05:15:00,active,2024-06-11 18:26:16,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un bagage oublié à Saint-Philippe-du-Roule.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
123904,2024-06-11 18:30:00,538c5cbe-280f-11ef-a1ec-0a58a9feac02,d77d4a88-280a-11ef-b003-0a58a9feac02,538c5cbe-280f-11ef-a1ec-0a58a9feac02,2024-06-11 18:23:00,2024-06-12 05:15:00,active,2024-06-11 18:26:16,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
123925,2024-06-11 19:00:00,b5d58dfe-2810-11ef-b003-0a58a9feac02,6c36bdb2-2810-11ef-a1ec-0a58a9feac02,b5d58dfe-2810-11ef-b003-0a58a9feac02,2024-06-11 18:33:00,2024-06-12 05:15:00,active,2024-06-11 18:36:10,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un malaise voyageur à Franklin D. Roosevelt.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
123950,2024-06-11 19:00:00,b5d58dfe-2810-11ef-b003-0a58a9feac02,6c36bdb2-2810-11ef-a1ec-0a58a9feac02,b5d58dfe-2810-11ef-b003-0a58a9feac02,2024-06-11 18:33:00,2024-06-12 05:15:00,active,2024-06-11 18:36:10,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Malaise voyageur - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
123980,2024-06-11 19:30:00,510f4684-2816-11ef-8633-0a58a9feac02,6c36bdb2-2810-11ef-a1ec-0a58a9feac02,510f4684-2816-11ef-8633-0a58a9feac02,2024-06-11 19:12:38,2024-06-11 19:13:38,past,2024-06-11 19:16:18,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un malaise voyageur à Franklin D. Roosevelt.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
124045,2024-06-11 19:30:00,510f4684-2816-11ef-8633-0a58a9feac02,6c36bdb2-2810-11ef-a1ec-0a58a9feac02,510f4684-2816-11ef-8633-0a58a9feac02,2024-06-11 19:12:38,2024-06-11 19:13:38,past,2024-06-11 19:16:18,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Malaise voyageur - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
126854,2024-06-12 16:30:00,8139c54e-28c7-11ef-b7d8-0a58a9feac02,8137d2c0-28c7-11ef-b7d8-0a58a9feac02,8139c54e-28c7-11ef-b7d8-0a58a9feac02,2024-06-12 16:20:22,2024-06-12 17:06:22,active,2024-06-12 16:24:40,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,"<p>Jusqu'au 26/07, le trafic est interrompu entre Pont de Sèvres et Trocadéro en raison des Jeux de Paris 2024.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",line:IDFM:C01379,RATP Métro 9
126919,2024-06-12 16:30:00,8139c54e-28c7-11ef-b7d8-0a58a9feac02,8137d2c0-28c7-11ef-b7d8-0a58a9feac02,8139c54e-28c7-11ef-b7d8-0a58a9feac02,2024-06-12 16:20:22,2024-06-12 17:06:22,active,2024-06-12 16:24:40,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Jeux de Paris 2024 - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
128932,2024-06-13 15:00:00,127fce62-2982-11ef-a1ec-0a58a9feac02,ee3f7526-2980-11ef-a1ec-0a58a9feac02,127fce62-2982-11ef-a1ec-0a58a9feac02,2024-06-13 14:36:31,2024-06-13 14:37:31,past,2024-06-13 14:40:10,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion de personnes sur les voies à Michel-Ange - Auteuil.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
128944,2024-06-13 15:00:00,127fce62-2982-11ef-a1ec-0a58a9feac02,ee3f7526-2980-11ef-a1ec-0a58a9feac02,127fce62-2982-11ef-a1ec-0a58a9feac02,2024-06-13 14:36:31,2024-06-13 14:37:31,past,2024-06-13 14:40:10,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Personnes sur les voies - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
129557,2024-06-13 22:30:00,8a20a970-29c1-11ef-8633-0a58a9feac02,7754c966-29bc-11ef-9244-0a58a9feac02,8a20a970-29c1-11ef-8633-0a58a9feac02,2024-06-13 22:12:00,2024-06-14 05:15:00,active,2024-06-13 22:14:29,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'un bagage oublié sur un quai à Buzenval.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
129574,2024-06-13 22:30:00,8a20a970-29c1-11ef-8633-0a58a9feac02,7754c966-29bc-11ef-9244-0a58a9feac02,8a20a970-29c1-11ef-8633-0a58a9feac02,2024-06-13 22:12:00,2024-06-14 05:15:00,active,2024-06-13 22:14:29,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié sur un quai - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
129584,2024-06-13 23:30:00,7075694e-29ca-11ef-8633-0a58a9feac02,7754c966-29bc-11ef-9244-0a58a9feac02,7075694e-29ca-11ef-8633-0a58a9feac02,2024-06-13 23:13:20,2024-06-13 23:14:20,past,2024-06-13 23:18:11,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic reprend mais reste perturbé sur l'ensemble de la ligne en répercussion d'un bagage oublié sur un quai à Buzenval.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
129599,2024-06-13 23:30:00,7075694e-29ca-11ef-8633-0a58a9feac02,7754c966-29bc-11ef-9244-0a58a9feac02,7075694e-29ca-11ef-8633-0a58a9feac02,2024-06-13 23:13:20,2024-06-13 23:14:20,past,2024-06-13 23:18:11,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Bagage oublié sur un quai - Reprise progressive / trafic reste perturbé,line:IDFM:C01379,RATP Métro 9
131376,2024-06-14 17:00:00,d7f710d0-2a5c-11ef-b7d8-0a58a9feac02,d7f35616-2a5c-11ef-b7d8-0a58a9feac02,d7f710d0-2a5c-11ef-b7d8-0a58a9feac02,2024-06-14 16:43:07,2024-06-15 05:15:00,active,2024-06-14 16:46:12,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Porte de Saint-Cloud et Pont de Sèvres en raison d'un bagage oublié dans un train à Pont de Sèvres . <br>Heure de reprise estimée : 17:30.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
131393,2024-06-14 17:00:00,d7f710d0-2a5c-11ef-b7d8-0a58a9feac02,d7f35616-2a5c-11ef-b7d8-0a58a9feac02,d7f710d0-2a5c-11ef-b7d8-0a58a9feac02,2024-06-14 16:43:07,2024-06-15 05:15:00,active,2024-06-14 16:46:12,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Bagage oublié dans un train - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
131412,2024-06-14 17:30:00,c1e0f64a-2a60-11ef-b7d8-0a58a9feac02,d7f35616-2a5c-11ef-b7d8-0a58a9feac02,c1e0f64a-2a60-11ef-b7d8-0a58a9feac02,2024-06-14 17:09:15,2024-06-14 17:10:15,past,2024-06-14 17:14:13,"Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,<p>Le trafic est interrompu entre Porte de Saint-Cloud et Pont de Sèvres en raison d'un bagage oublié dans un train à Pont de Sèvres . <br>Heure de reprise estimée : 17:30.<br>Nous vous invitons à emprunter des itinéraires alternatifs et à vous rapprocher de nos agents.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
131433,2024-06-14 17:30:00,c1e0f64a-2a60-11ef-b7d8-0a58a9feac02,d7f35616-2a5c-11ef-b7d8-0a58a9feac02,c1e0f64a-2a60-11ef-b7d8-0a58a9feac02,2024-06-14 17:09:15,2024-06-14 17:10:15,past,2024-06-14 17:14:13,"Actualité,Actualité,Actualité,Actualité",perturbation,Incidents,bloquante,NO_SERVICE,#FF0000,0,Métro 9 : Bagage oublié dans un train - Trafic interrompu,line:IDFM:C01379,RATP Métro 9
133411,2024-06-15 16:30:00,88ced47c-2a64-11ef-a1ec-0a58a9feac02,88ce8224-2a64-11ef-a1ec-0a58a9feac02,88ced47c-2a64-11ef-a1ec-0a58a9feac02,2024-06-14 16:45:00,2024-06-22 06:00:00,active,2024-06-14 17:41:15,,information,Communication,information,OTHER_EFFECT,#43B77A,60,"<p>Pour la fête de la musique, un service de nuit est mis en place la nuit du 21 Juin.&nbsp;Votre ligne 9 desservira uniquement les stations suivantes : Pont de Sèvres, Porte de Saint-Cloud, La Muette Boulainvilliers, Trocadéro, Alma Marceau, Franklin D. Roosevelt, Saint-Augustin, Havre Caumartin, Grands Boulevards, Oberkampf, Nation, Porte de Montreuil, Mairie de Montreuil.</p>",line:IDFM:C01379,RATP Métro 9
133438,2024-06-15 16:30:00,88ced47c-2a64-11ef-a1ec-0a58a9feac02,88ce8224-2a64-11ef-a1ec-0a58a9feac02,88ced47c-2a64-11ef-a1ec-0a58a9feac02,2024-06-14 16:45:00,2024-06-22 06:00:00,active,2024-06-14 17:41:15,,information,Communication,information,OTHER_EFFECT,#43B77A,60,Fête de la Musique - Service de nuit le 21 Juin,line:IDFM:C01379,RATP Métro 9
133469,2024-06-15 17:00:00,88ced47c-2a64-11ef-a1ec-0a58a9feac02,88ce8224-2a64-11ef-a1ec-0a58a9feac02,88ced47c-2a64-11ef-a1ec-0a58a9feac02,2024-06-14 16:45:00,2024-06-22 06:00:00,active,2024-06-14 17:41:15,,information,Communication,information,OTHER_EFFECT,#43B77A,60,"<p>Pour la fête de la musique, un service de nuit est mis en place la nuit du 21 Juin.&nbsp;Votre ligne 9 desservira uniquement les stations suivantes : Pont de Sèvres, Porte de Saint-Cloud, La Muette Boulainvilliers, Trocadéro, Alma Marceau, Franklin D. Roosevelt, Saint-Augustin, Havre Caumartin, Grands Boulevards, Oberkampf, Nation, Porte de Montreuil, Mairie de Montreuil.</p>",line:IDFM:C01379,RATP Métro 9
133509,2024-06-15 17:00:00,88ced47c-2a64-11ef-a1ec-0a58a9feac02,88ce8224-2a64-11ef-a1ec-0a58a9feac02,88ced47c-2a64-11ef-a1ec-0a58a9feac02,2024-06-14 16:45:00,2024-06-22 06:00:00,active,2024-06-14 17:41:15,,information,Communication,information,OTHER_EFFECT,#43B77A,60,Fête de la Musique - Service de nuit le 21 Juin,line:IDFM:C01379,RATP Métro 9
135354,2024-06-17 12:00:00,52c8b430-2c8d-11ef-a1ec-0a58a9feac02,784ae4ea-2c8c-11ef-b7d8-0a58a9feac02,52c8b430-2c8d-11ef-a1ec-0a58a9feac02,2024-06-17 11:36:00,2024-06-18 05:15:00,active,2024-06-17 11:38:16,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un incident technique à Mairie de Montreuil.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
135391,2024-06-17 12:00:00,52c8b430-2c8d-11ef-a1ec-0a58a9feac02,784ae4ea-2c8c-11ef-b7d8-0a58a9feac02,52c8b430-2c8d-11ef-a1ec-0a58a9feac02,2024-06-17 11:36:00,2024-06-18 05:15:00,active,2024-06-17 11:38:16,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Incident technique - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
135458,2024-06-17 13:00:00,ff1b1926-2c97-11ef-8633-0a58a9feac02,784ae4ea-2c8c-11ef-b7d8-0a58a9feac02,ff1b1926-2c97-11ef-8633-0a58a9feac02,2024-06-17 12:50:18,2024-06-17 12:51:18,past,2024-06-17 12:54:40,Actualité,perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,<p>Le trafic est perturbé sur l'ensemble de la ligne en raison d'un incident technique à Mairie de Montreuil.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,line:IDFM:C01379,RATP Métro 9
135467,2024-06-17 13:00:00,ff1b1926-2c97-11ef-8633-0a58a9feac02,784ae4ea-2c8c-11ef-b7d8-0a58a9feac02,ff1b1926-2c97-11ef-8633-0a58a9feac02,2024-06-17 12:50:18,2024-06-17 12:51:18,past,2024-06-17 12:54:40,"Actualité,Actualité",perturbation,Incidents,perturbée,SIGNIFICANT_DELAYS,#EF662F,30,Métro 9 : Incident technique - Trafic perturbé,line:IDFM:C01379,RATP Métro 9
